experience_id,user_id,job_title,company_id,company_name,industry_id,city_id,start_date,end_date,description,is_current
1256271c-fefe-4ecf-90b9-effe78755843,fe2d46cb-e0b1-44bc-b076-29b0b8e7c211,Full Stack Developer,7c31d95d-e425-4091-b401-d9f274bc3aa2,,8d9636a5-b58d-4476-aa34-adaf55917ddc,88ae2ad4-e596-4cd6-8335-352ba27edee8,2018-11-10,2020-06-09,General not focus establish ago others ahead. Around yard morning short yourself.,f
e072061d-4ec2-469c-bb5e-aba9f9652d0d,fe2d46cb-e0b1-44bc-b076-29b0b8e7c211,Full Stack Developer,,Garcia Ltd,8d9636a5-b58d-4476-aa34-adaf55917ddc,cd8bcf27-fe79-4975-a680-756a104c2ae5,2021-09-11,,Move social say shake way.,t
991ed1bc-dc15-4774-a7f4-de42e70e6aaa,607fcf49-7456-44c6-bb4e-1a3f1429739e,DevOps Engineer,8b445472-ac60-4ed3-9617-bd007b884ef8,,75dae6b2-21b0-4bce-9147-15539bbe9a7e,25108af7-4852-4206-b168-fe736b42859d,2020-12-08,2022-01-30,Great stuff suddenly compare or south. Trial agreement red way nor none.,f
f15aa004-d5ae-4367-878b-ef4d3aedacaf,607fcf49-7456-44c6-bb4e-1a3f1429739e,Senior Developer,,Copeland Group,75dae6b2-21b0-4bce-9147-15539bbe9a7e,cbf988ac-01e5-42f4-b4ce-f8caace4832b,2017-09-14,2020-10-07,Compare also argue own after. A truth cut candidate response try such.,f
53c5c2a4-750d-4b80-b3c8-6cc8ac968a1f,f1b5e9f8-50fc-4e60-b822-e1730940bf21,DevOps Engineer,,Brown-Hernandez,75dae6b2-21b0-4bce-9147-15539bbe9a7e,cbf988ac-01e5-42f4-b4ce-f8caace4832b,2018-12-24,2019-12-16,Suffer team whether health.,f
cc6a63e4-7b70-4424-b8fd-14db26886731,f1b5e9f8-50fc-4e60-b822-e1730940bf21,Sales Executive,,"Foster, Garcia and Turner",8d9636a5-b58d-4476-aa34-adaf55917ddc,18c4e80b-8548-4a35-8b95-8b1211659f62,2018-07-26,2021-08-14,Run join police maintain.,f
dcf84b61-55db-4970-9a4d-2a48ecf9ad2a,ca2f6f0c-4c16-4413-8ae1-807e88a21578,Business Analyst,8d75f308-7d54-439e-aa2e-d51c045910d3,,bdf207b3-a4af-49b3-b56f-21da234c76b4,228c2d92-e16c-4952-b280-aa76b6039ec3,2018-12-11,2021-01-05,Religious no threat party. Development open compare fill read camera.,f
78414bc0-fae1-4cc4-a86a-7f71fca50f8e,ca2f6f0c-4c16-4413-8ae1-807e88a21578,Network Engineer,0988657d-498a-4138-a545-c67c635e50bc,,8d9636a5-b58d-4476-aa34-adaf55917ddc,9839c6c5-7f0e-4d94-bc00-4d545818fd19,2016-12-20,2018-02-11,Hot yes whole allow own TV whose.,f
978b0867-be95-4471-976d-3f717df35bc4,ca2f6f0c-4c16-4413-8ae1-807e88a21578,Business Analyst,,Bowman Inc,6cd7d035-375b-4ed7-be57-86d9cfefd68f,88ae2ad4-e596-4cd6-8335-352ba27edee8,2020-05-11,,Former back get floor. Start prove role from.,t
91b44d28-825d-469b-9e65-8662f0446c5d,b071b687-6c6d-4983-b0e0-292fd635db95,Senior Developer,,Baker and Sons,8d9636a5-b58d-4476-aa34-adaf55917ddc,968aaf88-00fb-45df-a448-84c109d47766,2016-12-27,2018-05-22,Either blue ability history run why.,f
43d6ed58-a588-491e-8d48-b37d42a9a72e,b071b687-6c6d-4983-b0e0-292fd635db95,Content Writer,c7fbe351-edcb-47e7-97a2-1ce31ea41cef,,8ab76203-671f-4ce8-9082-4d1abc848c6c,88ae2ad4-e596-4cd6-8335-352ba27edee8,2021-07-30,2022-05-19,Think goal heart stock small official serve. Class available suffer far five.,f
7791f4f0-45da-47a3-914a-9581d9266c98,b071b687-6c6d-4983-b0e0-292fd635db95,UI/UX Designer,7c31d95d-e425-4091-b401-d9f274bc3aa2,,073051ba-089b-4559-8557-ad95880b2752,799eb2c8-9348-4a65-80bb-d8ff82ac8c26,2019-06-09,2020-10-31,Game thousand claim avoid.,f
bce26dab-ab46-4833-bd50-80881a6c4509,c55bf5a4-c8ee-49e2-8083-32b06430027a,Financial Analyst,58357c95-8874-4183-b951-faf8c5e2089b,,14a2f180-c08a-4799-8b23-2c8e417903a4,751ff308-6cca-43ab-be08-8555486ee7ac,2020-06-18,2023-09-02,Order party lot all wall close.,f
4535568c-086e-4a22-93cb-0d70826206a3,c55bf5a4-c8ee-49e2-8083-32b06430027a,Backend Developer,a1a3654b-d5be-4c74-b6fa-79fe549216ba,,6cd7d035-375b-4ed7-be57-86d9cfefd68f,18c4e80b-8548-4a35-8b95-8b1211659f62,2021-08-09,2024-02-26,Approach former window important. Reveal role enter example down anyone occur.,f
15bdd02b-d154-418b-877c-2d22d8d68c55,c55bf5a4-c8ee-49e2-8083-32b06430027a,Sales Executive,,Hernandez-Ward,8d9636a5-b58d-4476-aa34-adaf55917ddc,968aaf88-00fb-45df-a448-84c109d47766,2015-01-08,2016-08-10,Far product outside current. Deal point with.,f
ca8bb320-d368-4668-984c-637e2237520b,8f2529b1-bc32-46af-91a0-7324cd5d38f7,Sales Executive,,Anthony-Parker,8ab76203-671f-4ce8-9082-4d1abc848c6c,ab7619b9-adef-4882-9b23-1cb3661050da,2018-07-27,2019-09-06,Major produce before name continue those hard. And keep enjoy student nor character recent.,f
b4247478-8a72-4207-b680-7470f61b61e2,8f2529b1-bc32-46af-91a0-7324cd5d38f7,QA Engineer,,Miller LLC,14a2f180-c08a-4799-8b23-2c8e417903a4,88ae2ad4-e596-4cd6-8335-352ba27edee8,2020-07-25,,Wife operation network subject stand industry. Reach view of dog federal house take.,t
8ddcbb2c-e3b5-4033-914d-99aaaf8f7130,8f2529b1-bc32-46af-91a0-7324cd5d38f7,Frontend Developer,,Shaw PLC,8eb15e1d-1907-4904-8a33-db76940f3a57,f846f587-f455-49f3-a062-6c7a9dd85087,2016-11-18,2019-09-05,Challenge we last we cold deep cover amount. Write itself young physical.,f
b12d040e-4820-4094-a50d-d0cc9fc39e25,4dff8b74-8f48-4ee5-a0d5-d025de6581df,Full Stack Developer,8b445472-ac60-4ed3-9617-bd007b884ef8,,073051ba-089b-4559-8557-ad95880b2752,f846f587-f455-49f3-a062-6c7a9dd85087,2017-05-08,,Floor road southern beautiful news. For everybody leader them skill performance mission.,t
7b1dd778-2cad-4c9b-8f60-9f59f217e2be,4dff8b74-8f48-4ee5-a0d5-d025de6581df,DevOps Engineer,,Rodriguez-Hernandez,df5d3f84-221b-4706-b6e1-d2678e7fb339,0bb746ab-a5cc-4528-aa6a-dd85df09a96f,2015-07-17,2018-10-01,Old who beyond black single size test they. Enough pressure occur list common idea.,f
083602a0-1fdc-48d3-87f9-2c02ee5b6dc1,470b8676-7bf6-4107-856d-3f6d6c0bdcf3,Sales Executive,0988657d-498a-4138-a545-c67c635e50bc,,6cd7d035-375b-4ed7-be57-86d9cfefd68f,0bb746ab-a5cc-4528-aa6a-dd85df09a96f,2018-12-09,2020-10-09,Race I how these real any little environmental. After stage field exactly man receive.,f
17f41714-0ea3-4b58-9229-f81f83e3f203,470b8676-7bf6-4107-856d-3f6d6c0bdcf3,Frontend Developer,043c62f9-e3ae-45a0-91cf-9b939a0cfdea,,8ab76203-671f-4ce8-9082-4d1abc848c6c,1ea1f74a-9084-4666-895a-5b0f2cd6df57,2015-10-29,2016-05-16,Care wind kitchen stay especially.,f
a9bc7024-aa11-4e2d-aff8-38f16a663e69,9c21c4b3-0839-4c0f-ab04-dc9ab3378b33,Financial Analyst,abb40bf1-e421-485e-93f9-bcbcfcd3202c,,14a2f180-c08a-4799-8b23-2c8e417903a4,cbf988ac-01e5-42f4-b4ce-f8caace4832b,2016-11-27,2017-08-10,Population could deep station scientist service test start. Social assume remember idea sister modern notice.,f
c4fc2505-aacd-45ba-9782-af25f1580a17,9c21c4b3-0839-4c0f-ab04-dc9ab3378b33,DevOps Engineer,,Lee and Sons,3f63efb4-8442-4057-a292-742c27f8c348,ab7619b9-adef-4882-9b23-1cb3661050da,2021-11-18,2023-08-01,Almost anything growth current happy.,f
4fd24b75-d41e-49d3-9428-7bdd12434800,1112fa14-8b0d-4294-97e7-78b8faa275e7,Business Analyst,0ee6ddaa-2284-46a9-a86d-4bf900c12b3b,,073051ba-089b-4559-8557-ad95880b2752,9839c6c5-7f0e-4d94-bc00-4d545818fd19,2016-10-05,,However type race drop major land whether. Only glass clear thus see read expect.,t
60e080b0-558e-402c-a3e7-61118a7feec9,1112fa14-8b0d-4294-97e7-78b8faa275e7,Product Manager,7f42ed9d-b8cd-4395-967d-920a92ab6d3a,,df5d3f84-221b-4706-b6e1-d2678e7fb339,cbf988ac-01e5-42f4-b4ce-f8caace4832b,2021-01-21,2022-03-20,Clear occur who. Positive question especially important after.,f
cd49f98c-b736-4cb7-80ef-71a8466d0516,9b93a8d5-8ff4-4b43-9181-12e40f69608d,Database Administrator,abb40bf1-e421-485e-93f9-bcbcfcd3202c,,5201a91a-61ae-42a4-a4bc-53b6797f6a46,b6ee39c4-ee79-4c3f-9380-a75aa01c66b1,2020-07-03,,Treatment positive over across education source figure.,t
0493e97f-e8c2-4c63-9311-a6205c6080e9,9b93a8d5-8ff4-4b43-9181-12e40f69608d,DevOps Engineer,aab08191-b495-481e-9b43-c5ab24f70149,,8ab76203-671f-4ce8-9082-4d1abc848c6c,0bb746ab-a5cc-4528-aa6a-dd85df09a96f,2021-09-24,2022-10-20,Time surface learn design few minute.,f
273759d1-fbe9-426d-b0c7-53b8d8746bbb,9b93a8d5-8ff4-4b43-9181-12e40f69608d,Full Stack Developer,abb40bf1-e421-485e-93f9-bcbcfcd3202c,,8e3471e2-b658-421d-ab09-4e0a23a00f40,9839c6c5-7f0e-4d94-bc00-4d545818fd19,2016-04-18,2018-02-27,Once account yourself whom style no. Participant fear blue as write political technology end.,f
24b8b8ab-ce62-4770-8053-d78c660e2289,d84c9432-37c6-487d-bb86-26c28019af71,HR Manager,7f42ed9d-b8cd-4395-967d-920a92ab6d3a,,5201a91a-61ae-42a4-a4bc-53b6797f6a46,0bb746ab-a5cc-4528-aa6a-dd85df09a96f,2017-01-27,2018-02-02,Change she tonight south sort.,f
cf9651ff-1a58-49f1-b2b6-0ad26b5653d6,d84c9432-37c6-487d-bb86-26c28019af71,Senior Developer,,"Powell, Flores and Taylor",6cd7d035-375b-4ed7-be57-86d9cfefd68f,cd8bcf27-fe79-4975-a680-756a104c2ae5,2020-03-19,2022-04-15,Young else industry home along remain occur.,f
09f3737c-2037-4b32-9c65-4523faac441a,30f4deb0-fa2d-446b-9f07-e23145a00df2,Financial Analyst,0ee6ddaa-2284-46a9-a86d-4bf900c12b3b,,3f63efb4-8442-4057-a292-742c27f8c348,751ff308-6cca-43ab-be08-8555486ee7ac,2016-02-01,,Risk develop movement size trade public.,t
122f2b4f-7104-4d0b-906e-40bab88aee12,30f4deb0-fa2d-446b-9f07-e23145a00df2,Content Writer,0ee6ddaa-2284-46a9-a86d-4bf900c12b3b,,bdf207b3-a4af-49b3-b56f-21da234c76b4,25108af7-4852-4206-b168-fe736b42859d,2021-03-17,,Suddenly subject theory Congress best. Scientist rise next tree.,t
52b4cdcf-ae6e-4da9-89e5-f97a985701c0,30f4deb0-fa2d-446b-9f07-e23145a00df2,Data Analyst,ba7256ee-5bdf-4568-8d94-573bf1ba058c,,073051ba-089b-4559-8557-ad95880b2752,f846f587-f455-49f3-a062-6c7a9dd85087,2020-04-28,2021-08-27,Develop development the inside. He one less brother approach plant.,f
19d8654e-20a1-4e1b-befa-e067be22a68e,7701e1e9-8626-4baf-a06d-746efdbf99cd,Network Engineer,,"Blackburn, Jones and Preston",6cd7d035-375b-4ed7-be57-86d9cfefd68f,1ea1f74a-9084-4666-895a-5b0f2cd6df57,2021-05-28,2023-10-18,Test high fear approach. Case customer important notice.,f
702f4b87-fd02-4ffd-b782-55363a81419e,7701e1e9-8626-4baf-a06d-746efdbf99cd,Business Analyst,,Thomas-Huffman,75dae6b2-21b0-4bce-9147-15539bbe9a7e,968aaf88-00fb-45df-a448-84c109d47766,2020-01-14,,Maintain piece computer play.,t
5e6cfb66-a819-4db4-81d9-a10e7026ea09,7701e1e9-8626-4baf-a06d-746efdbf99cd,Business Analyst,,Hayes and Sons,8e3471e2-b658-421d-ab09-4e0a23a00f40,968aaf88-00fb-45df-a448-84c109d47766,2015-06-24,2017-03-10,Share majority shake because pass plant idea.,f
8d9cb007-36fe-4e04-8176-1020337c1448,52a7087b-14d4-43a4-8c99-ab52b7fbd8b9,Data Analyst,,Reyes-Johnson,8ab76203-671f-4ce8-9082-4d1abc848c6c,799eb2c8-9348-4a65-80bb-d8ff82ac8c26,2017-11-22,2020-08-24,Wear throughout series most adult above.,f
75b0a78a-bd36-44ea-822f-341b21367577,52a7087b-14d4-43a4-8c99-ab52b7fbd8b9,Content Writer,05f82b79-c56e-4ce8-8b41-470b9d97252f,,8d9636a5-b58d-4476-aa34-adaf55917ddc,cd8bcf27-fe79-4975-a680-756a104c2ae5,2021-03-28,2022-07-03,Really general can himself open.,f
0208ee5a-a55f-418e-a5f3-99e6204ce6db,52a7087b-14d4-43a4-8c99-ab52b7fbd8b9,Database Administrator,,Brown Inc,6cd7d035-375b-4ed7-be57-86d9cfefd68f,968aaf88-00fb-45df-a448-84c109d47766,2021-12-27,2022-10-18,Lay minute model its rather.,f
